"MonitoringLocationIdentifier","ActivityStartDate","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","LatitudeMeasure","LongitudeMeasure","Month","Year","ResultStatusIdentifier","NH3.d","NH3.t","NO23.d","NO23.t","TDN","TN","DOC","TOC","TDP","TP","CO3.t","TKN.t","TKN.d","NO3.t","NO2.t","PO4","TKN.t2","Total Kjeldahl nitrogen_Total","orig.units","Flow.cfs","SiteType","OBJECTID_1","FID_UL_sub","OBJECTID","TARGET_FID","Type","wsa_sqkm","WS_Name","Monitored_","Shape_Leng","Shape_Area","geometry","Backwater","Flow.USGS.cfs","load.TN.kgd","load.TDN.kgd","load.TP.kgd","load.TDP.kgd","load.TOC.kgd","load.DOC.kgd"
"UTAHDWQ_WQX-4996566",2020-01-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,1,2020,"Accepted",60,52,8640,8640,9250,9250,3380,3380,1020,1130,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",3.21,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,72.6448248576,72.6448248576,8.874448874496,8.010564470784,26.544811677696,26.544811677696
"UTAHDWQ_WQX-4996540",2020-01-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)",NA,40.203089424,-111.656212371,1,2020,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",NA,"Storm Sewer",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2020-01-15,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,1,2020,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,1140,1260,NA,NA,NA,NA,7470,40,1190,1.45,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2020-02-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,2,2020,"Accepted",154,154,13500,13700,14800,14100,4530,4480,1840,1890,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",3.72,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,128.32756936704,134.69844160512,17.201355042816,16.746292740096,40.773582323712,41.228644626432
"UTAHDWQ_WQX-4996566",2020-02-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,2,2020,"Accepted",96,108,7290,7390,8000,8220,3860,3650,950,1030,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",7.75,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,155.8588386816,151.68743424,19.5297571584,18.012882816,69.207391872,73.1891870208
"WFWQC_UT-4996540",2020-02-11,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,2,2020,"Accepted",NA,186,NA,NA,NA,NA,NA,NA,1980,2020,NA,NA,NA,NA,12400,102,1930,1.97,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2020-03-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,3,2020,"Accepted",105,112,14100,14000,15100,14900,4890,4730,1620,1680,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",3.8,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,138.5248794624,140.3842738176,15.61891258368,15.06109427712,43.97467650048,45.46219198464
"UTAHDWQ_WQX-4996566",2020-03-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,3,2020,"Accepted",113,110,6280,6160,6620,7060,3890,4040,779,828,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",4.6,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,79.45485668352,74.50299592704,9.318501605376,8.767044384768,45.46708512768,43.77895077888
"WFWQC_UT-4996540",2020-03-11,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,3,2020,"Accepted",NA,122,NA,NA,NA,NA,NA,NA,1180,1790,NA,NA,NA,NA,13000,142,1640,1.1,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2020-04-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,4,2020,"Accepted",21,18,9120,9060,10000,9850,5580,4240,857,916,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",4.3,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,103.6245367296,105.20257536,9.636555902976,9.015860708352,44.60589195264,58.70303705088
"UTAHDWQ_WQX-4996566",2020-04-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,4,2020,"Accepted",26,28,8220,8200,8970,8940,6220,5190,772,873,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",5.2,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,113.73621682176,114.11788197888,11.106456072192,9.821516709888,66.02807218176,79.13190924288
"WFWQC_UT-4996540",2020-04-15,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,4,2020,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,838,900,NA,NA,NA,NA,8390,90,823,0.902,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2020-05-13,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,5,2020,"Accepted",NA,NA,NA,NA,NA,NA,NA,NA,801,1680,NA,NA,NA,NA,5670,156,818,1.93,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2020-05-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,5,2020,"Accepted",81,74,12900,12700,14000,14500,6180,5580,1370,1600,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",3.8,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,134.806090752,130.157604864,14.8751548416,12.73685133312,51.87710251008,57.45528557568
"UTAHDWQ_WQX-4996566",2020-05-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,5,2020,"Accepted",NA,114,NA,8070,NA,8730,NA,5150,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",10.2,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,217.85740756992,NA,34.9370413056,NA,128.5184019456,NA
"UTAHDWQ_WQX-4996540",2020-06-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,6,2020,"Accepted",24,34,7900,7910,8620,8870,7400,4330,999,1130,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",4.2,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,91.14457540608,88.57567531008,11.61142843392,10.265324783616,44.49334966272,76.0394428416
"UTAHDWQ_WQX-4996566",2020-06-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,6,2020,"Accepted",24,39,4220,4220,4890,4870,6500,3870,600,727,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",6.9,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,82.21214278656,82.54976965632,12.272736715776,10.1288060928,65.33079929856,109.728732672
"WFWQC_UT-4996540",2020-06-17,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,6,2020,"Accepted",NA,94,NA,NA,NA,NA,NA,NA,1030,1300,NA,NA,NA,NA,6110,115,949,0.68,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2020-07-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,7,2020,"Accepted",78,77,9340,9370,10300,10400,10200,4500,857,955,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",4.3,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,109.4106783744,108.3586526208,10.04684594688,9.015860708352,47.341158912,107.3066268672
"UTAHDWQ_WQX-4996566",2020-07-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,7,2020,"Accepted",99,103,6440,6480,6980,7080,6860,4440,740,886,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",10.2,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,176.68160888832,174.18610593792,22.110156140544,18.46672183296,110.80033099776,171.19150239744
"WFWQC_UT-4996540",2020-07-15,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,7,2020,"Accepted",NA,28,NA,NA,NA,NA,NA,NA,784,1080,NA,NA,NA,NA,10000,187,1280,3.12,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2020-08-11,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,8,2020,"Accepted",44,71,9560,9680,12100,12000,6840,6110,841,1390,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",2.9,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,85.140688896,85.8501946368,9.86212979712,5.966943280128,43.35080076288,48.53019267072
"UTAHDWQ_WQX-4996566",2020-08-11,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,8,2020,"Accepted",121,131,4310,4340,5160,5030,4940,3840,612,831,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",7.7,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,94.75816154112,97.20717963264,15.654877185024,11.529223630848,72.34022670336,93.06268747776
"WFWQC_UT-4996540",2020-08-19,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,8,2020,"Accepted",NA,83,NA,NA,NA,NA,NA,NA,1130,1370,NA,NA,NA,NA,10900,178,1730,1.44,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2020-09-16,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,9,2020,"Accepted",NA,105,NA,NA,NA,NA,NA,NA,1760,1750,NA,NA,NA,NA,13000,140,1590,3.46,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4996540",2020-09-21,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,9,2020,"Accepted",29,25,13800,13600,13800,14200,6960,5150,1450,1680,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",3.2,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,111.1722098688,108.0405983232,13.15276849152,11.3520918528,40.3194986496,54.49004089344
"UTAHDWQ_WQX-4996566",2020-09-21,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","PROVO STATION 6-WLA","River/Stream",40.2021,-111.653656,9,2020,"Accepted",72,61,7270,7350,7330,7630,5120,3270,878,949,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",8.2,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.653656, 40.2021),"No",NA,153.07219372032,147.05362778112,19.038730254336,17.614336315392,65.60236873728,102.71685869568
"WFWQC_UT-4996540",2020-10-14,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,10,2020,"Accepted",NA,30,NA,NA,NA,NA,NA,NA,1440,2140,NA,NA,NA,NA,13240,99,1650,0.836,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2020-11-11,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,11,2020,"Accepted",NA,202,NA,NA,NA,NA,NA,NA,1450,1390,NA,NA,NA,NA,10500,69,1270,2.83,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
"WFWQC_UT-4996540",2020-12-09,"WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","MILL RACE CREEK AT I-15 CROSSING (2 MI S PROVO COURTHOUSE)","River/Stream",40.203089424,-111.656212371,12,2020,"Accepted",NA,234,NA,NA,NA,NA,NA,NA,1170,1370,NA,NA,NA,NA,11200,45,1340,0.796,NA,NA,"Stream",51,51,51,51,"Tributary",45.1023151814,"Mill Race","YES",34757.4096923,0.00566357779487,c(-111.656212371, 40.203089424),"No",NA,NA,NA,NA,NA,NA,NA
