"MonitoringLocationIdentifier","ActivityStartDate","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","LatitudeMeasure","LongitudeMeasure","Month","Year","ResultStatusIdentifier","DO_mgL","DOC_mgL","NH3.d_mgL","NO3.d_mgL","CO3.t_mgL","DIC_mgL","NH3.t_mgL","NO3.t_mgL","P_NA","TN_mgL","CO3.d_mgL","MixedN.t_mgL","NO23_mgL","NO3_mgL","TKN.t_mgL","TP_mgL","TDP_mgL","TKN.d_mgL","MixedN.d_mgL","NO2.d_mgL","PO4.d_mgL","DON_mgL","TON_mgL","NO23.t_mgL","TDN_mgL","TOC_mgL","Chla_uncorrected_ugL","NO2.t_mgL","BOD_mgL","Chla_ugL","PO4.t_mgL","orig.units","Flow.cfs","SiteType","OBJECTID_1","FID_UL_sub","OBJECTID","TARGET_FID","Type","wsa_sqkm","WS_Name","Monitored_","Shape_Leng","Shape_Area","geometry","Flow.narrows.cfs","load.TN_kgd","load.TDN_kgd","load.TP_kgd","load.TDP_kgd","load.TOC_kgd","load.DOC_kgd"
"UTAHDWQ_WQX-4994790",2010-03-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,3,2010,"Accepted",17.76,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,0.044,NA,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),845.133,NA,1211.65950044953,99.2485597637837,90.977846450135,NA,NA
"UTAHDWQ_WQX-4994790",2010-03-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,3,2010,"Accepted",18.15,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,0.046,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),846.613,NA,983.867145774336,126.349254509967,95.279765696041,NA,NA
"UTAHDWQ_WQX-4994790",2010-04-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2010,"Accepted",10.97,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,0.34,NA,NA,0.083,0.052,NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),96.349,NA,249.868202543309,19.5651517085798,12.257685407785,NA,NA
"UTAHDWQ_WQX-4994790",2010-04-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2010,"Accepted",10.64,NA,NA,NA,NA,NA,0.163,NA,NA,NA,NA,NA,0.291,NA,NA,0.06,0.049,NA,NA,NA,NA,NA,NA,0.235,1.17,6.7,NA,NA,NA,NA,NA,"cfs",800,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),410.628,NA,1175.41800103404,60.2778462068736,49.2269077356134,6731.02615976755,NA
"UTAHDWQ_WQX-4994790",2010-05-04,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2010,"Accepted",7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192,NA,NA,0.133,0.058,NA,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),627.725,NA,1045.86216713395,204.257956283136,89.074898228736,NA,NA
"UTAHDWQ_WQX-4994790",2010-05-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2010,"Accepted",10.52,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,NA,0.333,NA,NA,0.098,0.062,NA,NA,NA,NA,NA,NA,0.288,0.896,NA,NA,NA,NA,NA,NA,"cfs",800,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),469.268,NA,1028.69556074643,112.513576956641,71.1820588909363,NA,NA
"UTAHDWQ_WQX-4994790",2010-05-18,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2010,"Accepted",6.73,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA,NA,0.203,NA,NA,0.074,0.058,NA,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),399.856,NA,784.577593964298,72.3924463258829,56.740025498665,NA,NA
"UTAHDWQ_WQX-4994790",2010-05-25,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2010,"Accepted",9.16,NA,NA,NA,NA,NA,0.054,NA,NA,NA,NA,NA,0.272,NA,NA,0.067,0.0496,NA,NA,NA,NA,NA,NA,0.233,0.648,NA,NA,NA,NA,NA,NA,"cfs",500,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),398.869,NA,632.35827507585,65.382722885929,48.4027321662997,NA,NA
"UTAHDWQ_WQX-4994790",2010-06-08,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2010,"Accepted",6.895,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0.121,NA,NA,0.056,0.0505,NA,NA,NA,NA,NA,NA,0.102,0.6675,NA,NA,NA,NA,8.3,NA,"cfs",500,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),582,NA,950.4563369472,79.73865897984,71.90718354432,NA,NA
"UTAHDWQ_WQX-4994790",2010-06-24,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2010,"Accepted",5.15,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1.77,NA,NA,0.057,0.047,NA,NA,NA,NA,NA,NA,NA,2.21,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),489.592,NA,2647.18627439985,68.2758450863309,56.2976266501325,NA,NA
"UTAHDWQ_WQX-4994790",2010-06-30,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2010,"Accepted",7.36,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,0.056,0.05,NA,NA,NA,NA,NA,NA,NA,0.762,6.7,NA,NA,3,NA,NA,"cfs",400,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),507.611,NA,946.332841269105,69.5467704869683,62.095330791936,8320.77432611942,NA
"UTAHDWQ_WQX-4994790",2010-07-08,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,7,2010,"Accepted",6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813,NA,NA,0.067,0.053,NA,NA,NA,NA,NA,NA,NA,1.49,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),620.013,NA,2260.19016026634,101.632711904594,80.3960258349773,NA,NA
"UTAHDWQ_WQX-4994790",2010-07-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,7,2010,"Accepted",4.32,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,NA,NA,0.0636,0.045,NA,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,"cfs",600,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),594.907,NA,903.854646937406,92.5686884786135,65.4967135461888,NA,NA
"UTAHDWQ_WQX-4994790",2010-08-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2010,"Accepted",6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,0.055,NA,NA,NA,NA,NA,NA,NA,0.514,NA,NA,NA,NA,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),595.593,NA,748.980687854039,180.687948042609,80.1438479221248,NA,NA
"UTAHDWQ_WQX-4994790",2010-08-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,8,2010,"Accepted",7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,0.0546,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,NA,"cfs",500,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),599.598,NA,2024.40395854356,99.7532385369293,80.0959827075932,NA,NA
"UTAHDWQ_WQX-4994790",2010-09-08,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,9,2010,"Accepted",7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227,0.057,NA,NA,NA,NA,NA,NA,NA,0.551,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),529.162,NA,713.342605945098,293.881618057236,73.7940626839757,NA,NA
"UTAHDWQ_WQX-4994790",2010-09-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,9,2010,"Accepted",8.4,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA,0.356,NA,NA,0.083,0.0463,NA,NA,NA,NA,NA,NA,0.319,1.2,NA,NA,NA,NA,NA,NA,"cfs",500,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),532.061,NA,1562.07034740326,108.043199028726,60.2698809039759,NA,NA
"UTAHDWQ_WQX-4994790",2010-10-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,10,2010,"Accepted",7.42,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA,0.942,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA,0.91,2.92,NA,NA,NA,NA,NA,NA,"cfs",10,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),164.57,NA,1175.68624313549,18.5210846521344,NA,NA,NA
"UTAHDWQ_WQX-4994790",2010-11-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,11,2010,"Accepted",11.97,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,0.789,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,0.697,1.86,7.7,NA,NA,5,NA,NA,"cfs",0,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),0,0,0,0,0,0,0
"UTAHDWQ_WQX-4994790",2010-11-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,11,2010,"Accepted",8.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",0,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),0,0,0,0,0,0,0
"UTAHDWQ_WQX-4994790",2010-12-28,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,12,2010,"Accepted",NA,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,NA,0.755,NA,NA,0.052,0.047,NA,NA,NA,NA,NA,NA,0.745,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),33.643,NA,111.118507623936,4.28012029366272,3.86857026542592,NA,NA
"UTAHDWQ_WQX-4994790",2011-01-18,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,1,2011,"Accepted",28.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA,0.345,0.707,NA,NA,NA,NA,NA,NA,"cfs",30,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),22,NA,38.05397342208,2.31445665792,NA,NA,NA
"UTAHDWQ_WQX-4994790",2011-02-21,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,2,2011,"Accepted",NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,0.293,NA,NA,0.123,0.051,NA,NA,NA,NA,NA,NA,0.218,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),26.514,NA,72.6526049550336,7.97881286559744,3.30828826134528,NA,NA
"UTAHDWQ_WQX-4994790",2011-02-22,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,2,2011,"Accepted",12.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",20,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),372.287,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994790",2011-03-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,3,2011,"Accepted",8.49,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0.107,NA,0.502,0.023,NA,NA,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1206.613,NA,1691.53324583759,67.8974950336205,NA,NA,NA
"UTAHDWQ_WQX-4994790",2011-03-22,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,3,2011,"Accepted",11.14,NA,NA,NA,9,NA,0.146,NA,NA,NA,NA,NA,0.45,NA,NA,0.163,0.044,NA,NA,NA,NA,NA,NA,0.284,1.29,5.8,NA,NA,NA,NA,NA,"cfs",1200,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1222.639,NA,3858.74314606725,487.577622332529,131.616045292216,17349.3877885194,NA
"UTAHDWQ_WQX-4994790",2011-04-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2011,"Accepted",89.7,NA,NA,NA,6,NA,0.072,NA,NA,NA,NA,NA,2.44,NA,0.68,0.071,0.029,NA,NA,NA,NA,NA,NA,NA,2.91,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1060,NA,7546.694510592,184.1289725952,75.2076085248,NA,NA
"UTAHDWQ_WQX-4994790",2011-04-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,4,2011,"Accepted",10.35,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0.182,NA,NA,0.051,0.047,NA,NA,NA,NA,NA,NA,0.161,0.658,NA,NA,NA,NA,NA,NA,"cfs",1200,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1039,NA,1672.62797850624,129.64137827328,119.47342703616,NA,NA
"UTAHDWQ_WQX-4994790",2011-05-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2011,"Accepted",9.46,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,0.564,NA,NA,0.044,0.052,NA,NA,NA,NA,NA,NA,0.247,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1310.477,NA,4488.64598814106,141.071731055862,166.721136702382,NA,NA
"UTAHDWQ_WQX-4994790",2011-05-25,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2011,"Accepted",86.5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0.269,NA,0.21,0.055,0.047,NA,NA,NA,NA,NA,NA,NA,0.549,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1117.08,NA,1500.42584634532,150.315886245888,128.451757337395,NA,NA
"UTAHDWQ_WQX-4994790",2011-05-30,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,5,2011,"Accepted",9.12,NA,NA,NA,7,NA,0.051,NA,NA,NA,NA,NA,0.402,NA,NA,0.069,0.045,NA,NA,NA,NA,NA,NA,0.308,0.907,4.3,NA,NA,NA,NA,NA,"cfs",2000,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1280.474,NA,2841.42349699394,216.161214214533,140.974704922522,13470.9162481521,NA
"UTAHDWQ_WQX-4994790",2011-06-22,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,6,2011,"Accepted",6.2,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,0.112,NA,NA,0.042,0.048,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1416.184,NA,1836.34158398423,145.521408542147,166.310181191025,NA,NA
"UTAHDWQ_WQX-4994790",2011-07-28,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,7,2011,"Accepted",6.77,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,0.047,NA,NA,0.044,0.068,NA,NA,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1429.582,NA,1395.53226807515,153.893282695004,237.835073255916,NA,NA
"UTAHDWQ_WQX-4994790",2011-09-01,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","JORDAN R AT UTAH L OUTLET U121 XING","River/Stream",40.360951743,-111.898513582,9,2011,"Accepted",4.92,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,0.034,NA,NA,0.055,0.059,NA,NA,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan River",NA,NA,NA,c(NA, NA),1383.183,NA,1911.99171613271,186.123087411149,199.659311950141,NA,NA
